v6,v7,v557,v570,v571,v572,v573,v574,v575,v576,v577,v578,v579,v580,v581,v582,v583,v592,v595,v605,v607,v624
12,ES,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,38,0,0,2
12,ES,7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,70,0,0,3
12,ES,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,15,67,0,0,2
12,ES,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14,76,0,0,3
12,ES,9,1,0,0,0,0,1,0,0,1,0,1,1,0,0,12,64,0,0,3
12,ES,8,2,0,1,0,0,0,0,0,1,0,0,1,0,0,18,25,0,0,2
12,ES,10,1,0,1,0,0,0,0,0,1,0,0,1,0,0,97,82,0,0,3
12,ES,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,32,1,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,48,0,0,3
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,74,1,1,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,70,0,0,2
12,ES,10,1,0,0,1,0,1,0,1,0,0,1,0,0,0,18,42,0,0,2
12,ES,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,79,0,0,3
12,ES,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,21,48,0,1,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,17,41,0,1,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,18,1,0,3
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,80,0,0,3
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,78,0,0,3
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,19,35,2,0,3
12,ES,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,27,0,0,3
12,ES,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,52,0,0,3
12,ES,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,51,0,1,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,45,0,1,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,43,0,1,3
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,49,1,1,2
12,ES,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,39,2,0,2
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,51,0,0,2
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,40,0,0,1
12,ES,6,2,0,0,0,0,0,0,0,1,0,1,1,0,0,25,36,0,0,3
12,ES,6,2,0,0,0,0,0,0,0,1,0,1,1,0,0,25,36,0,0,3
12,ES,8,1,0,1,0,0,0,0,0,1,0,1,1,0,0,16,39,0,0,3
12,ES,6,1,0,1,0,0,1,0,0,1,0,1,1,0,0,14,57,0,0,3
12,ES,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,14,56,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,13,49,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,54,0,0,3
12,ES,10,1,0,1,0,0,0,0,0,1,0,1,0,0,0,22,33,0,2,3
12,ES,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,15,1,0,3
12,ES,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,12,70,0,0,1
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,21,0,0,2
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,16,30,0,0,2
12,ES,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16,35,0,0,3
12,ES,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16,32,1,0,3
12,ES,10,1,1,1,0,0,1,1,0,0,0,1,1,0,0,19,36,1,0,3
12,ES,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,20,32,1,0,3
12,ES,10,1,1,0,0,0,0,0,0,0,0,1,1,0,0,17,41,1,1,1
12,ES,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16,27,1,0,1
12,ES,9,1,0,0,0,0,1,0,0,0,0,1,1,0,0,14,56,0,0,3
12,ES,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,78,0,0,3
12,ES,8,1,0,0,0,0,1,0,0,0,0,1,1,0,0,14,68,0,0,3
12,ES,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,98,23,0,0,2
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,16,29,0,0,2
12,ES,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,42,0,1,2
12,ES,10,2,0,0,0,0,0,0,0,1,0,1,1,0,0,8,69,0,0,3
12,ES,9,1,0,1,0,0,0,0,0,1,0,1,1,0,0,99,66,0,0,3
12,ES,9,1,0,1,1,0,1,0,0,1,1,1,1,0,0,98,25,0,0,3
12,ES,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,14,46,0,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,58,0,0,3
12,ES,10,1,0,0,0,0,1,0,0,0,0,1,1,0,0,16,49,0,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,64,0,1,3
12,ES,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,21,0,0,2
12,ES,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,19,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,60,0,0,2
12,ES,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,23,27,0,0,2
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,97,58,0,0,2
12,ES,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,36,0,1,1
12,ES,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,19,29,1,0,2
12,ES,7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,16,25,2,0,2
12,ES,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,98,36,0,0,3
12,ES,10,1,0,1,0,0,1,1,0,0,0,1,1,0,0,98,25,0,0,3
12,ES,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,1,3
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,34,1,2,3
12,ES,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,48,0,1,3
12,ES,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,12,33,0,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,64,0,0,3
12,ES,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,98,23,0,0,2
12,ES,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,18,25,0,0,3
12,ES,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,31,1,0,2
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,63,0,0,3
12,ES,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,34,2,0,2
12,ES,9,1,0,1,0,0,0,0,0,0,0,1,1,1,0,16,33,1,0,2
12,ES,9,1,0,1,1,0,0,0,0,0,0,1,1,1,0,20,43,2,0,3
12,ES,10,1,0,0,1,0,1,0,0,0,0,1,0,0,0,25,36,1,0,1
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,39,1,1,3
12,ES,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,25,36,0,0,2
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,17,0,1,3
12,ES,10,1,0,1,0,0,0,0,0,1,0,1,1,0,0,98,23,0,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,63,0,0,3
12,ES,10,1,0,1,0,0,0,0,0,1,0,1,1,0,0,18,35,0,0,3
12,ES,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,0,2
12,ES,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,98,18,0,0,2
12,ES,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,20,38,0,0,2
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22,29,0,0,2
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,22,0,0,2
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,19,25,2,0,2
12,ES,9,1,0,0,0,0,1,0,0,0,0,1,1,0,0,18,45,0,1,1
12,ES,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,98,18,0,0,2
12,ES,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,98,17,1,0,2
12,ES,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,98,15,0,0,2
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,15,33,2,0,3
12,ES,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,30,0,0,2
12,ES,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,12,35,0,0,1
12,ES,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,98,15,0,0,7
12,ES,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,61,0,0,3
12,ES,7,1,0,1,0,0,1,0,0,1,0,1,0,0,0,98,21,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,22,0,0,3
12,ES,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,12,76,0,0,3
12,ES,6,1,0,1,1,0,1,0,0,1,0,1,1,0,0,23,40,3,0,3
12,ES,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,18,24,1,0,3
12,ES,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,44,0,0,3
12,ES,10,1,1,0,0,0,0,0,0,1,0,1,1,0,0,14,33,2,0,1
12,ES,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,16,47,0,0,2
12,ES,10,1,1,1,0,0,1,0,0,1,0,1,1,0,0,18,37,1,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,36,1,1,3
12,ES,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,15,30,0,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,32,0,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,32,0,0,3
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,18,30,0,0,2
12,ES,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,41,0,0,2
12,ES,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,98,20,0,1,3
12,ES,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,51,0,0,1
12,ES,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,26,0,0,2
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,15,63,0,0,3
12,ES,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,21,0,0,2
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,31,0,0,2
12,ES,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,13,59,0,0,2
12,ES,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,13,31,2,2,2
12,ES,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,98,15,0,0,7
12,ES,10,1,0,0,0,0,1,0,0,1,0,1,0,0,0,14,54,0,0,3
12,ES,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16,23,1,0,2
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,47,0,0,2
12,ES,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24,40,1,1,3
12,ES,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,16,29,0,0,2
12,ES,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,52,0,0,2
12,ES,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,30,0,0,3
12,ES,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,14,43,1,0,3
12,ES,8,1,0,0,1,0,1,0,0,0,0,1,1,0,0,14,40,0,0,2
12,ES,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,47,3,0,2
12,ES,9,1,0,0,1,0,1,0,0,0,0,1,1,0,0,14,40,2,0,2
12,ES,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,35,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,14,67,0,3,2
12,ES,8,1,0,1,0,0,0,0,0,1,0,1,1,0,0,98,15,0,0,3
12,ES,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,28,0,0,3
12,ES,8,2,0,1,0,0,0,0,0,0,0,1,1,0,0,16,48,0,0,2
12,ES,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,22,36,2,0,3
12,ES,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,41,0,0,1
12,ES,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,25,53,0,0,1
12,ES,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,23,34,0,0,3
12,ES,7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,23,27,0,0,2
12,ES,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,16,0,0,2
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,17,0,0,1
12,ES,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,24,28,0,0,2
12,ES,9,1,0,1,0,0,0,0,0,1,0,0,1,0,0,25,30,2,0,2
12,ES,8,1,1,0,0,0,0,0,0,1,0,1,0,0,0,20,22,1,0,1
12,ES,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,24,37,2,1,2
12,ES,10,1,1,1,0,0,1,0,1,1,0,1,1,0,0,14,54,0,0,3
12,ES,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,18,54,0,0,2
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,19,29,1,0,2
12,ES,10,1,0,0,0,0,1,0,0,0,0,1,1,0,0,16,41,1,0,3
12,ES,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,49,0,0,3
12,ES,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,0,7
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,24,34,0,0,3
12,ES,10,1,0,1,1,0,1,0,0,1,1,1,1,0,0,24,33,0,0,3
12,ES,8,1,0,1,0,0,1,0,0,1,1,1,1,0,0,14,41,1,0,3
12,ES,9,1,0,1,0,0,1,0,0,1,1,1,1,0,0,23,49,0,0,3
12,ES,10,1,0,1,0,0,0,0,0,1,1,1,1,0,0,98,26,0,0,2
12,ES,5,1,0,1,0,0,0,0,0,0,1,1,1,0,0,23,61,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,20,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,23,0,0,3
12,ES,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,48,0,0,3
12,ES,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,39,2,0,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,16,0,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22,40,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,44,1,1,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,16,0,1,3
12,ES,7,1,0,0,0,0,1,0,0,1,0,1,0,0,0,17,38,1,1,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,29,0,0,2
12,ES,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,16,1,1,7
12,ES,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,19,26,0,0,3
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22,49,0,0,3
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,22,39,0,0,2
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,28,0,1,3
12,ES,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,18,0,1,3
12,ES,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,0,1
12,ES,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,0,3
12,ES,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,54,0,1,3
12,ES,10,1,1,0,0,0,0,0,0,0,1,0,0,1,0,23,41,0,0,3
12,ES,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,17,0,1,3
12,ES,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,40,2,1,2
12,ES,10,1,0,1,0,0,1,0,0,0,0,1,0,0,0,17,46,0,1,2
12,ES,6,1,1,1,0,0,1,0,0,1,0,1,0,0,0,19,44,1,0,3
12,ES,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,41,1,0,3
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,35,1,1,2
12,ES,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,17,28,3,0,2
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,45,0,0,2
12,ES,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,0,7
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,24,0,1,7
12,ES,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,23,0,1,7
12,ES,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,16,23,0,0,7
12,ES,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,18,0,1,7
12,ES,9,1,0,1,0,0,0,0,0,1,0,1,0,0,0,18,54,0,0,3
12,ES,10,1,0,1,0,0,0,0,0,1,0,1,0,0,0,12,52,0,0,7
12,ES,10,1,0,1,0,0,0,0,0,1,0,1,1,0,0,14,32,0,0,3
12,ES,9,1,0,0,0,0,0,0,0,1,0,1,1,0,0,12,43,0,0,3
12,ES,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,18,40,1,0,3
12,ES,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,18,52,0,0,3
12,ES,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,16,44,2,0,3
12,ES,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,54,0,0,3
12,ES,7,1,0,1,0,0,1,0,0,1,0,1,1,0,0,28,29,0,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,34,0,0,3
12,ES,5,2,0,1,0,0,1,0,0,0,0,1,1,0,0,18,33,0,0,3
12,ES,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,25,43,1,0,3
12,ES,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,16,35,1,0,2
12,ES,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,20,26,0,1,2
12,ES,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,48,2,0,3
12,ES,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,21,69,0,0,3
12,ES,9,2,0,1,0,0,1,0,0,0,0,1,0,0,0,24,45,1,0,3
12,ES,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,23,78,0,0,3
12,ES,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,68,0,0,3
12,ES,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,27,0,0,3
12,ES,9,2,0,1,0,0,0,0,0,0,0,1,0,0,0,18,45,2,0,3
12,ES,7,2,0,1,0,0,0,0,0,0,0,1,1,0,0,16,38,0,0,3
12,ES,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,21,0,0,2
12,ES,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16,41,0,0,2
12,ES,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,25,27,0,0,3
12,ES,9,1,0,0,0,1,0,0,0,0,0,1,1,0,0,16,16,0,0,2
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,19,0,1,3
12,ES,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,29,0,0,2
12,ES,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,38,2,0,2
12,ES,9,1,0,0,1,0,1,0,0,0,0,1,1,0,0,18,30,1,0,2
12,ES,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,34,0,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,36,1,0,2
12,ES,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,16,26,1,0,3
12,ES,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,40,2,0,3
12,ES,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16,29,0,0,3
12,ES,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,36,1,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,29,2,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,33,0,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,43,2,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,28,1,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,28,48,0,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,16,38,2,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,30,1,0,3
12,ES,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17,38,0,0,3
16,FI,4,1,0,1,0,0,1,0,1,1,0,1,1,0,0,16,65,0,0,3
16,FI,5,1,1,0,1,0,1,0,0,1,0,1,0,0,0,18,39,1,1,2
16,FI,2,1,0,0,0,1,1,0,1,0,0,1,1,0,0,24,37,3,0,2
16,FI,5,1,0,0,0,0,0,0,1,0,0,1,1,0,0,15,61,0,0,3
16,FI,9,1,1,1,0,0,1,0,0,1,0,1,1,0,0,20,42,3,1,2
16,FI,7,1,0,0,1,0,0,0,0,1,0,1,1,0,0,29,49,1,0,3
16,FI,6,2,0,0,1,0,0,0,0,1,0,0,0,0,0,15,63,0,0,3
16,FI,7,1,0,1,1,0,1,0,0,0,0,1,0,0,0,99,74,0,0,3
16,FI,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,39,56,0,0,3
16,FI,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,99,67,0,0,2
16,FI,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,99,57,0,0,2
16,FI,7,1,1,0,0,0,1,0,0,1,0,1,1,0,0,17,48,0,2,2
16,FI,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,18,51,0,1,3
16,FI,5,1,1,0,1,0,1,0,0,1,0,1,1,0,0,17,38,1,0,2
16,FI,5,1,1,1,0,0,0,1,0,0,0,1,1,0,0,13,82,0,0,3
16,FI,10,1,0,0,1,0,1,0,0,0,0,1,1,0,0,15,69,0,0,3
16,FI,8,1,1,0,0,0,1,0,1,0,1,1,1,0,0,26,66,0,0,3
16,FI,8,1,0,1,0,0,0,0,0,1,0,1,1,0,0,26,43,0,0,3
16,FI,8,1,0,0,0,0,1,0,0,1,0,1,0,0,0,98,33,1,1,2
16,FI,6,2,0,1,0,0,0,0,1,0,0,1,1,0,0,19,20,0,0,1
16,FI,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,16,71,0,0,3
16,FI,7,2,0,1,0,0,1,0,1,0,0,1,1,0,0,98,38,3,0,3
16,FI,3,2,0,1,0,0,1,0,1,1,1,1,1,0,0,16,66,0,0,3
16,FI,7,2,0,1,0,0,0,0,0,0,0,1,1,0,0,26,56,0,0,3
16,FI,7,1,0,0,1,0,0,0,0,1,1,1,0,0,0,25,56,0,0,3
16,FI,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,25,58,0,0,3
16,FI,10,1,0,1,0,0,1,1,0,1,1,1,1,0,0,19,32,0,0,3
16,FI,8,2,0,1,0,0,0,1,1,1,0,1,0,0,0,27,31,0,0,3
16,FI,9,1,0,1,0,0,1,1,0,1,1,1,1,0,0,98,30,0,0,3
16,FI,3,1,0,1,0,0,1,0,0,1,0,1,1,0,0,15,80,0,0,3
16,FI,8,1,0,1,1,0,1,1,0,1,1,1,1,0,0,24,53,0,0,3
16,FI,10,1,0,1,0,0,0,0,1,1,0,1,1,0,0,13,64,0,0,3
16,FI,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,20,25,1,0,2
16,FI,4,2,0,0,0,0,1,1,0,0,0,1,1,0,0,18,65,0,0,3
16,FI,8,2,0,1,0,0,0,1,1,0,0,0,0,0,0,15,67,0,0,3
16,FI,8,2,1,0,0,0,0,0,0,1,0,1,1,0,0,26,62,0,0,3
16,FI,5,2,0,1,0,0,1,0,0,1,1,1,0,0,0,18,66,0,0,3
16,FI,8,2,1,1,0,0,0,0,0,1,0,1,1,0,0,20,60,0,0,3
16,FI,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,69,0,0,3
16,FI,9,2,0,1,1,0,0,0,0,0,1,0,0,0,0,47,57,0,0,3
16,FI,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,25,75,0,0,3
16,FI,6,1,0,0,1,0,1,1,0,1,0,1,1,0,0,19,41,0,0,3
16,FI,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,67,0,0,3
16,FI,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,38,0,3,3
16,FI,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,80,0,0,3
16,FI,8,1,0,1,0,0,0,1,1,0,0,1,1,0,0,16,50,0,0,3
16,FI,7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,25,30,1,0,3
16,FI,6,2,0,0,0,0,1,0,1,0,0,1,0,0,0,16,69,0,0,3
16,FI,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,19,71,0,0,3
16,FI,7,2,0,0,0,0,0,0,1,0,0,0,1,0,0,15,79,0,0,3
16,FI,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,19,43,0,2,2
16,FI,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,98,21,0,0,2
16,FI,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,98,24,0,0,2
16,FI,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,27,53,0,0,2
16,FI,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,18,38,2,0,3
16,FI,7,1,0,1,0,0,0,0,0,0,1,1,1,0,0,17,60,0,0,1
16,FI,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,43,53,0,0,2
16,FI,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,15,59,0,0,3
16,FI,7,2,0,0,0,0,1,0,0,0,1,0,0,0,0,20,50,0,0,2
16,FI,10,1,0,1,0,0,0,0,0,1,1,1,1,0,0,98,18,0,1,3
16,FI,8,2,0,0,0,0,0,0,0,1,0,0,1,0,0,14,79,0,0,2
16,FI,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,58,0,0,3
16,FI,8,1,0,1,0,1,1,0,1,1,1,1,1,0,0,99,26,2,0,3
16,FI,10,1,1,0,0,0,1,0,0,0,0,1,1,0,0,31,63,0,0,3
16,FI,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,50,0,1,3
16,FI,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,15,81,0,0,3
