surveyid,year,cc,isocc,nc9,nc14,bills,eduage,polr,scc,caper,calfcar,caecar,canocar,caihome,calehome,caleapp,casup,caesequ,casolar,cacfood,cactravel,cared,cadis,caother,canone,pdconv,age
75.4,2011,2,BE,0,0,3,18,,7,1,0,,1,1,1,1,1,,1,1,1,1,1,0,0,,49
75.4,2011,2,BE,0,0,3,22,,7,2,0,,1,1,0,1,0,,0,1,1,1,1,0,0,,52
75.4,2011,2,BE,3,0,3,22,,7,2,0,,0,1,0,1,0,,0,0,1,1,1,0,0,,33
75.4,2011,2,BE,0,0,3,22,,7,2,0,,1,1,1,1,1,,0,1,1,1,1,0,0,,71
75.4,2011,2,BE,2,0,2,18,,8,1,1,,1,1,0,1,0,,0,1,1,1,1,0,0,,27
75.4,2011,2,BE,0,0,3,98,,6,1,0,,0,0,0,0,0,,0,0,0,0,0,1,0,,21
75.4,2011,2,BE,0,0,3,18,,5,2,0,,0,0,0,0,0,,0,0,0,0,0,0,1,,64
75.4,2011,2,BE,2,0,3,25,,6,1,0,,0,1,0,0,0,,0,0,0,0,0,0,0,,44
75.4,2011,2,BE,0,0,3,18,,8,2,0,,0,0,0,0,0,,0,0,0,0,0,0,1,,47
75.4,2011,2,BE,1,0,3,24,,7,1,0,,1,0,0,0,0,,0,0,0,0,0,0,0,,37
75.4,2011,2,BE,0,0,3,20,,8,1,0,,0,1,0,0,0,,0,0,0,0,0,0,0,,50
75.4,2011,2,BE,0,0,3,21,,3,2,0,,0,0,0,0,0,,0,0,0,0,0,0,1,,40
75.4,2011,2,BE,0,0,3,24,,6,1,0,,1,0,0,0,0,,0,0,0,1,0,0,0,,61
75.4,2011,2,BE,0,0,3,18,,6,2,1,,0,0,1,0,0,,0,0,0,0,0,0,0,,65
75.4,2011,2,BE,0,0,3,14,,7,2,0,,1,0,0,0,1,,0,0,0,0,1,0,0,,63
75.4,2011,2,BE,0,0,3,15,,7,2,0,,1,0,0,1,0,,0,0,0,0,1,0,0,,60
75.4,2011,2,BE,2,0,3,18,,4,2,1,,0,1,0,0,0,,0,0,0,1,1,0,0,,35
75.4,2011,2,BE,0,0,3,15,,7,2,0,,0,0,0,0,0,,0,0,0,0,1,0,0,,67
75.4,2011,2,BE,0,0,2,98,,7,1,0,,0,0,0,1,0,,0,1,0,1,0,0,0,,17
75.4,2011,2,BE,0,0,3,14,,7,2,0,,0,0,0,0,0,,0,0,0,0,0,0,1,,63
75.4,2011,2,BE,0,0,3,22,,7,2,0,,0,1,0,0,1,,0,1,1,1,0,0,0,,64
75.4,2011,2,BE,0,0,3,15,,7,1,0,,0,0,1,0,0,,0,1,0,0,1,0,0,,68
75.4,2011,2,BE,1,0,3,15,,7,2,0,,0,0,0,0,0,,0,1,0,1,1,0,0,,36
75.4,2011,2,BE,0,0,3,14,,5,2,0,,0,1,0,1,0,,1,0,0,0,0,0,0,,70
75.4,2011,2,BE,0,0,3,22,,3,2,1,,0,1,0,0,0,,0,1,0,1,1,0,0,,56
75.4,2011,2,BE,0,0,7,16,,7,2,1,,1,0,0,0,1,,0,0,1,0,0,0,0,,36
75.4,2011,2,BE,0,0,2,14,,6,2,0,,0,0,0,0,0,,0,0,0,0,1,0,0,,71
75.4,2011,2,BE,1,0,2,18,,7,1,0,,0,0,0,1,0,,0,1,0,0,0,0,0,,50
75.4,2011,2,BE,0,1,2,18,,6,1,0,,0,1,0,0,0,,1,0,1,1,1,0,0,,44
75.4,2011,2,BE,3,0,3,23,,8,1,0,,1,1,1,0,0,,0,0,0,0,0,0,0,,34
75.4,2011,2,BE,0,0,3,18,,9,1,0,,1,0,0,0,0,,0,0,0,1,1,0,0,,59
75.4,2011,2,BE,0,0,3,22,,8,2,0,,0,0,0,0,0,,0,0,0,1,0,0,0,,23
75.4,2011,2,BE,0,0,3,21,,6,1,0,,0,1,0,0,0,,1,1,0,1,1,0,0,,62
75.4,2011,2,BE,0,0,3,23,,10,1,0,,1,1,0,1,0,,0,1,0,1,1,0,0,,64
