country,isocntry,qa2,qa5,qa6_1,qa6_2,qa6_3,qa6_4,qa6_5,qa6_6,qa6_7,qa6_8,qa6_9,qa6_10,qa6_11,qa6_12,qa6_13,d8,d11,d40b,d40c,d60
2,BE,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,68,0,0,2
2,BE,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0,18,71,0,0,3
2,BE,8,1,0,1,0,0,1,1,0,1,1,1,1,0,0,25,52,0,0,2
2,BE,10,1,0,1,0,0,0,0,0,1,1,1,1,0,0,25,25,0,0,1
2,BE,6,1,0,1,0,0,1,1,0,1,0,1,1,0,0,25,60,0,0,3
2,BE,7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,23,34,2,0,2
2,BE,7,2,0,0,0,0,1,0,0,0,1,1,0,0,0,98,23,0,0,3
2,BE,3,2,0,0,0,0,0,0,0,1,0,1,1,0,0,15,60,0,0,3
2,BE,9,2,0,0,0,0,0,0,0,1,1,1,1,0,0,16,59,0,0,3
2,BE,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,26,28,0,0,3
2,BE,10,1,0,1,0,0,0,0,0,1,0,1,0,0,0,18,78,0,0,3
2,BE,10,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,68,0,0,3
2,BE,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,21,26,0,0,3
2,BE,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,84,0,0,3
2,BE,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,20,56,0,0,3
2,BE,7,1,0,0,1,0,1,0,0,1,0,1,1,0,0,17,67,0,0,3
2,BE,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,51,0,0,3
2,BE,9,1,0,0,0,0,0,0,0,1,0,1,0,1,0,32,36,1,0,2
2,BE,9,1,0,0,0,0,0,0,0,1,0,1,1,0,0,22,70,0,0,3
2,BE,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,50,0,0,1
2,BE,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,34,0,0,2
2,BE,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,99,60,0,0,3
2,BE,4,1,0,1,0,0,1,0,0,0,0,1,1,0,0,23,30,0,0,3
2,BE,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,19,46,1,0,1
2,BE,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,14,68,0,0,3
2,BE,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,73,0,0,1
2,BE,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,49,0,0,2
2,BE,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,25,1,0,2
2,BE,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,23,55,0,0,3
2,BE,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,19,31,0,0,2
2,BE,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,25,0,0,2
2,BE,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,35,0,0,2
2,BE,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,0,7
2,BE,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,52,1,0,3
2,BE,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,98,17,0,1,3
2,BE,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,98,23,0,1,2
2,BE,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,17,18,0,0,2
2,BE,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,46,1,1,2
2,BE,9,1,1,0,0,0,0,0,0,0,0,1,1,0,0,98,22,0,0,2
2,BE,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,29,0,0,2
2,BE,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,24,1,0,2
2,BE,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,17,40,0,1,3
2,BE,8,1,0,1,0,0,1,0,0,0,0,1,1,0,0,18,37,1,1,2
2,BE,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,29,0,0,3
2,BE,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,98,19,0,1,2
2,BE,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,23,34,0,0,2
2,BE,6,2,0,0,1,0,1,0,1,0,0,0,0,0,0,21,35,0,0,2
2,BE,9,2,0,0,0,0,0,1,0,0,0,1,1,0,0,16,17,0,0,1
2,BE,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,16,0,1,2
2,BE,9,1,0,0,1,0,0,1,0,0,0,1,1,0,0,99,39,11,2,3
2,BE,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,98,17,0,0,2
2,BE,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,26,80,0,0,2
2,BE,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,23,62,0,0,2
2,BE,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26,44,0,0,1
2,BE,8,1,0,0,1,0,0,0,1,0,0,1,1,0,0,19,38,0,0,2
2,BE,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,0,3
2,BE,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,24,1,1,2
2,BE,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,28,1,0,2
2,BE,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14,68,0,0,2
2,BE,10,2,0,1,0,0,1,0,0,0,0,0,0,0,0,23,38,0,0,1
2,BE,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,98,22,0,1,2
2,BE,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,25,50,2,0,3
2,BE,9,1,0,0,0,0,1,0,0,1,0,1,1,0,0,17,69,0,0,2
2,BE,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,34,0,0,2
2,BE,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,18,32,1,0,3
2,BE,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,34,1,0,2
2,BE,8,1,1,0,0,0,0,0,1,0,0,1,1,0,0,25,46,0,0,2
2,BE,5,1,0,0,1,0,1,0,0,0,0,1,1,0,0,17,56,0,0,3
2,BE,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21,38,2,0,2
2,BE,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26,45,1,1,3
2,BE,10,2,0,1,0,0,1,0,0,0,0,0,0,0,0,18,40,3,1,3
2,BE,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,20,30,1,0,3
2,BE,10,1,1,0,0,0,1,0,0,1,0,1,1,0,0,28,44,1,0,2
2,BE,7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,15,79,0,0,3
2,BE,9,1,0,1,0,0,1,1,0,1,1,1,1,0,0,19,71,0,0,2
2,BE,8,2,0,1,0,0,1,0,0,1,0,1,1,0,0,15,90,0,0,3
2,BE,5,1,1,0,0,0,1,0,0,1,0,1,1,0,0,19,59,0,0,3
2,BE,8,2,0,1,1,0,1,0,0,1,1,1,1,0,0,30,66,0,0,3
2,BE,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,19,0,0,3
2,BE,8,1,0,1,1,0,0,0,0,1,0,1,0,0,0,98,16,0,1,3
2,BE,2,1,0,1,0,0,1,0,0,1,0,1,1,0,0,12,34,1,0,3
2,BE,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,24,24,0,0,2
2,BE,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,22,50,1,1,3
2,BE,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,98,19,2,1,2
2,BE,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,24,47,1,1,3
2,BE,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,38,0,0,2
2,BE,7,2,0,1,1,0,0,0,0,0,0,1,0,0,0,99,21,0,0,2
2,BE,6,1,0,0,1,0,0,0,0,0,0,1,1,0,0,98,20,0,1,1
2,BE,9,2,0,0,1,0,0,1,0,0,0,1,0,0,0,22,50,0,0,2
2,BE,10,1,1,1,1,0,0,0,0,0,0,1,0,0,0,27,45,0,0,2
2,BE,8,2,0,0,1,0,1,0,0,0,0,1,0,0,0,21,39,0,0,3
2,BE,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,24,74,0,0,3
2,BE,7,2,0,0,1,1,1,1,0,0,0,1,0,0,0,98,15,1,1,2
2,BE,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,19,65,0,0,2
2,BE,8,1,0,0,0,0,1,0,0,1,0,1,0,0,0,23,57,0,0,3
2,BE,7,2,0,0,0,0,1,0,0,0,0,1,0,0,0,22,40,2,1,2
2,BE,8,2,0,0,1,1,0,1,0,0,0,0,0,0,0,26,66,0,0,3
2,BE,10,2,0,0,1,0,1,1,0,0,0,0,1,0,0,19,35,0,0,1
2,BE,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,22,29,2,0,1
2,BE,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,22,57,0,1,2
2,BE,9,2,0,0,1,0,1,0,0,0,0,1,0,0,0,26,41,2,0,2
2,BE,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,23,53,0,0,3
2,BE,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,22,53,0,0,2
2,BE,8,2,1,0,0,1,0,1,0,0,0,0,0,0,0,19,29,3,0,1
2,BE,7,2,0,0,0,0,0,1,1,0,0,1,0,0,0,20,22,1,0,2
2,BE,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,48,0,0,2
2,BE,8,2,0,0,0,0,0,1,0,0,1,0,0,0,0,22,54,0,0,2
7,DK,5,2,1,0,0,0,1,0,0,1,0,1,0,0,0,14,64,0,0,3
7,DK,7,1,0,1,1,0,1,0,1,1,0,1,1,0,0,27,36,2,0,3
7,DK,7,1,1,0,1,0,1,0,1,0,0,1,1,0,0,16,51,0,0,3
7,DK,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21,72,0,0,3
7,DK,7,1,1,0,0,0,0,0,1,1,0,0,1,0,0,24,66,0,0,3
7,DK,7,1,0,1,0,0,1,0,1,1,1,1,1,0,0,53,53,0,0,3
7,DK,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,20,65,0,0,3
7,DK,8,2,0,0,1,0,0,0,1,1,0,1,0,0,0,24,71,0,0,3
7,DK,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0,20,86,0,0,3
7,DK,5,2,1,0,0,0,1,0,0,1,0,0,0,0,0,20,75,0,0,3
7,DK,10,1,1,0,0,0,1,0,0,0,0,1,1,0,0,42,66,0,0,3
7,DK,8,1,0,1,1,1,0,0,0,0,0,1,0,0,0,27,59,0,0,3
7,DK,7,1,0,0,1,0,1,0,1,1,0,1,1,0,0,23,69,0,0,3
7,DK,10,2,1,0,0,1,0,0,0,0,0,0,1,0,0,62,76,0,0,3
7,DK,9,1,0,1,0,0,1,0,0,0,0,0,1,0,0,23,56,0,0,3
7,DK,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,24,64,0,0,3
7,DK,7,1,0,1,1,0,1,0,0,1,0,1,1,0,0,18,64,0,0,3
7,DK,5,1,0,1,0,0,1,0,0,1,1,1,1,0,0,24,67,0,0,3
7,DK,10,2,0,0,0,0,1,0,0,0,0,1,1,0,0,19,47,0,1,3
7,DK,8,1,0,0,1,0,1,0,0,1,0,1,0,0,0,22,57,0,0,3
7,DK,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,76,0,0,3
7,DK,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,18,67,0,0,3
7,DK,10,1,1,1,0,0,1,0,0,0,0,1,1,0,0,20,40,0,1,3
7,DK,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,40,54,0,1,3
7,DK,7,2,1,0,0,0,1,1,0,0,0,1,0,0,0,19,49,0,0,3
7,DK,8,2,0,1,1,0,1,0,0,1,1,1,1,0,0,20,72,0,0,3
7,DK,9,2,1,1,1,0,1,0,1,1,0,0,0,0,0,28,67,0,0,3
7,DK,3,2,0,0,0,0,0,0,0,1,0,1,1,0,0,22,66,0,0,3
7,DK,8,2,1,1,0,0,1,0,1,1,0,1,1,0,0,30,42,0,1,2
7,DK,8,1,0,0,0,1,1,1,1,0,0,1,1,0,0,20,81,0,0,3
7,DK,5,1,0,0,1,0,1,0,0,1,0,1,1,0,0,28,59,0,0,3
7,DK,6,2,1,1,0,0,1,0,1,1,0,1,1,0,0,21,46,0,0,3
7,DK,8,1,0,1,1,0,1,0,0,1,0,1,1,0,0,29,42,1,1,3
7,DK,9,1,0,1,0,0,1,0,0,1,0,1,1,0,0,24,63,0,0,3
7,DK,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0,27,68,0,0,3
7,DK,6,2,0,1,0,0,0,0,0,1,0,1,1,0,0,98,18,0,0,3
7,DK,10,1,0,0,1,0,1,0,0,1,0,1,1,0,0,25,52,0,0,3
7,DK,6,1,1,0,0,1,1,0,1,1,0,1,1,0,0,20,67,0,0,3
7,DK,5,2,1,1,0,0,0,0,0,0,0,1,1,0,0,23,75,0,0,3
7,DK,7,1,1,0,0,0,1,0,1,1,0,1,1,0,0,17,77,0,0,3
7,DK,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,53,0,1,2
7,DK,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,63,0,0,3
7,DK,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,74,0,0,3
7,DK,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,22,76,0,0,3
7,DK,7,1,0,0,0,0,1,0,0,1,0,1,0,0,0,22,46,0,0,3
7,DK,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,22,54,0,0,3
7,DK,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,17,27,0,0,3
7,DK,6,2,0,0,0,0,1,0,1,0,0,0,0,0,0,16,28,2,1,3
7,DK,5,2,0,0,0,0,1,0,1,1,0,1,1,0,0,21,37,3,0,3
7,DK,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,20,48,0,0,3
7,DK,9,1,0,1,1,0,1,0,0,1,1,1,1,0,0,22,73,0,0,3
7,DK,8,1,1,1,0,0,1,1,0,0,0,0,1,0,0,29,29,2,0,3
7,DK,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,87,0,0,3
7,DK,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,26,80,0,0,3
7,DK,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,17,55,0,0,3
7,DK,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,56,0,0,3
7,DK,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,80,0,0,3
7,DK,6,1,1,1,0,0,1,1,0,1,1,0,1,0,0,19,41,2,0,3
7,DK,7,1,1,0,1,0,1,0,0,1,1,0,1,0,0,25,65,0,0,3
7,DK,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,32,68,0,0,3
7,DK,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,22,70,0,0,3
7,DK,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,26,66,0,0,3
7,DK,7,1,0,1,0,0,0,0,0,0,1,1,1,0,0,25,47,0,0,3
7,DK,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,97,85,0,0,3
7,DK,5,3,0,1,0,0,1,0,0,1,0,1,0,0,0,26,76,0,0,3
7,DK,10,1,0,0,1,0,1,0,0,1,0,1,1,0,0,15,66,0,0,3
7,DK,8,2,0,0,0,0,1,0,0,0,0,1,1,0,0,20,53,0,0,3
7,DK,10,1,0,1,0,0,1,0,0,1,0,1,0,0,0,26,39,0,1,1
7,DK,7,2,1,0,0,0,1,1,0,0,0,1,0,0,0,19,53,1,0,3
7,DK,5,1,1,1,1,1,1,0,1,1,0,1,1,0,0,27,67,0,0,3
7,DK,2,1,0,1,0,0,1,0,1,1,1,1,1,0,0,21,65,0,0,3
7,DK,6,1,1,0,1,0,1,0,0,1,0,1,1,0,0,25,65,0,0,3
7,DK,5,2,0,0,1,0,1,0,0,0,0,1,1,0,0,97,72,0,0,3
7,DK,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20,66,0,0,3
7,DK,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3
7,DK,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,25,44,0,2,3
7,DK,7,1,0,1,0,0,0,0,0,1,0,0,1,0,0,19,20,0,0,3
7,DK,7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,20,72,0,0,3
7,DK,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,70,0,0,3
7,DK,6,2,0,1,0,0,0,0,0,1,0,1,0,0,0,98,26,0,0,3
7,DK,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,24,0,0,3
7,DK,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0,25,29,0,0,3
7,DK,8,1,1,1,0,0,0,0,0,1,0,1,1,0,0,98,23,0,0,3
7,DK,10,2,0,1,1,0,0,0,0,0,1,0,1,0,0,27,85,0,0,3
7,DK,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,24,65,0,0,3
7,DK,5,2,0,1,0,0,0,0,0,1,0,1,1,0,0,16,60,0,0,3
7,DK,5,2,0,0,0,0,1,0,0,1,1,1,1,0,0,21,66,0,0,3
7,DK,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,63,0,0,3
7,DK,4,1,1,0,1,0,1,0,0,0,0,1,1,0,0,37,49,0,0,3
7,DK,8,2,0,1,0,0,1,1,0,1,1,1,1,0,0,39,69,0,0,3
7,DK,5,1,0,1,0,0,1,0,0,0,0,1,1,0,0,97,50,0,0,3
7,DK,8,2,0,0,1,0,0,1,0,1,0,1,1,0,0,97,71,0,0,3
7,DK,5,2,0,1,0,0,1,0,0,1,0,1,1,0,0,19,65,0,0,3
7,DK,7,1,0,1,1,0,1,0,0,1,0,1,0,0,0,23,35,3,0,3
7,DK,7,1,0,1,0,0,1,1,0,0,0,1,1,0,0,26,33,0,0,3
7,DK,5,1,0,1,1,0,1,0,0,1,0,1,1,0,0,19,45,0,1,3
7,DK,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,20,20,0,0,3
7,DK,10,2,1,0,1,0,1,0,0,1,0,0,1,0,0,26,60,0,0,3
7,DK,7,2,0,0,0,0,1,0,0,1,0,1,0,0,0,23,30,3,0,3
7,DK,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,19,64,0,0,3
7,DK,7,1,1,0,1,0,1,0,1,1,0,1,1,0,0,20,40,2,0,3
7,DK,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,14,82,0,0,3
7,DK,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,14,93,0,0,3
7,DK,5,1,0,0,0,0,1,0,0,1,0,1,1,0,0,21,61,0,0,3
7,DK,10,1,1,0,1,0,0,0,1,1,0,1,1,0,0,21,62,0,0,3
7,DK,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,24,3,0,2
7,DK,6,1,0,0,0,0,1,0,0,1,0,1,1,0,0,20,66,0,0,3
7,DK,7,1,0,0,0,0,1,0,0,1,0,1,1,0,0,24,31,0,0,3
7,DK,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,13,80,0,0,3
7,DK,6,1,1,0,0,0,0,0,0,1,0,1,0,0,0,98,40,1,0,3
7,DK,8,1,0,0,0,0,1,0,0,0,1,1,1,0,0,23,37,2,0,2
7,DK,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,98,18,0,0,3
7,DK,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,34,66,0,0,3
7,DK,7,2,0,0,1,0,1,1,0,0,1,1,0,0,0,27,40,0,2,3
7,DK,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,15,0,0,3
7,DK,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,26,34,2,0,3
7,DK,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,35,41,2,0,3
7,DK,10,1,1,1,0,0,0,1,0,0,0,1,0,0,0,22,43,2,0,3
7,DK,8,2,0,0,1,0,1,0,0,0,0,1,0,0,0,27,40,2,1,3
7,DK,7,1,1,0,1,1,1,0,0,1,0,1,1,0,0,26,30,2,0,3
7,DK,8,2,0,0,1,0,1,0,0,0,1,1,0,0,0,27,38,2,1,3
7,DK,7,1,0,1,0,0,1,0,0,1,0,0,1,0,0,32,36,2,0,3
7,DK,7,2,1,0,1,0,1,0,0,0,0,1,0,0,0,24,65,0,0,3
7,DK,5,1,0,1,0,0,1,0,0,1,1,1,1,0,0,16,64,0,0,3
7,DK,8,2,0,1,0,0,0,0,1,0,0,1,0,0,0,17,47,0,1,3
7,DK,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,19,64,0,0,3
7,DK,7,2,1,1,0,0,1,0,1,1,1,1,1,0,0,40,62,0,0,3
7,DK,5,2,1,0,1,0,1,0,1,0,0,1,1,0,0,17,45,0,0,3
7,DK,9,1,0,1,0,0,1,0,0,1,0,1,1,0,0,47,55,0,0,3
7,DK,4,2,1,1,1,0,0,0,0,0,0,0,1,0,0,18,67,0,0,3
7,DK,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,23,69,0,0,3
7,DK,8,1,1,1,0,0,1,0,0,1,0,1,0,0,0,24,55,0,0,3
7,DK,8,2,1,1,0,0,1,0,0,1,0,1,0,0,0,26,32,2,0,3
7,DK,10,1,1,1,1,0,1,1,0,1,0,1,1,0,0,25,59,0,0,3
7,DK,8,2,1,1,0,0,1,0,0,1,1,1,1,0,0,23,69,0,0,3
7,DK,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24,46,0,1,3
7,DK,1,2,0,1,0,0,1,0,0,1,0,1,1,0,0,25,42,2,0,3
7,DK,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,47,75,0,0,3
7,DK,8,2,1,0,0,0,0,0,0,1,0,1,1,0,0,26,43,1,0,2
7,DK,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,55,0,2,3
7,DK,7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,98,18,0,1,3
7,DK,10,1,0,0,0,0,1,0,0,1,1,1,1,1,0,36,47,1,0,3
7,DK,8,1,1,1,1,0,1,0,0,1,1,1,1,0,0,28,65,0,0,3
7,DK,9,1,0,1,0,0,1,0,0,1,0,1,1,0,0,21,69,0,0,7
7,DK,9,1,0,0,0,0,0,0,0,1,0,1,1,1,0,98,27,0,0,3
7,DK,7,1,0,0,0,0,1,0,0,1,0,1,1,0,0,30,74,0,0,3
7,DK,8,1,0,1,0,0,0,1,1,1,0,1,0,0,0,25,43,1,0,3
7,DK,6,1,0,1,0,0,0,0,1,1,1,1,1,0,0,25,40,0,0,3
7,DK,8,1,0,1,0,0,1,0,1,1,0,1,1,0,0,45,52,0,1,3
7,DK,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,25,65,0,0,3
7,DK,6,1,0,1,1,0,0,1,1,0,1,0,0,0,0,20,43,1,2,3
7,DK,9,2,0,1,1,0,0,0,0,0,0,0,1,0,0,21,82,0,0,3
7,DK,10,2,0,1,0,0,1,0,0,1,0,0,1,0,0,20,52,0,0,3
7,DK,8,1,0,0,1,0,1,0,0,0,0,0,1,0,0,24,42,0,0,3
7,DK,6,2,1,0,0,0,0,0,0,1,0,1,1,0,0,25,61,0,0,3
7,DK,10,1,1,1,1,0,1,0,0,1,1,1,1,0,0,22,69,0,0,3
7,DK,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,20,63,0,0,3
7,DK,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,25,72,0,0,3
7,DK,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,98,18,0,0,3
7,DK,6,1,0,0,1,0,1,0,0,0,0,1,1,0,0,21,57,0,0,3
7,DK,6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,19,65,0,0,3
7,DK,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,86,0,0,3
7,DK,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,76,0,0,3
7,DK,8,1,0,1,1,0,1,1,0,1,0,1,1,0,0,37,69,0,0,3
7,DK,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,76,0,0,3
7,DK,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,98,16,0,1,3
7,DK,9,1,0,0,1,0,1,0,0,0,0,1,0,0,0,20,41,0,1,3
7,DK,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,34,44,0,0,3
7,DK,8,1,1,0,0,0,1,0,0,0,0,1,0,0,0,98,19,1,1,3
7,DK,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,22,47,0,0,3
7,DK,7,1,0,0,0,0,1,0,0,0,0,1,1,0,0,20,42,1,1,3
7,DK,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,98,15,0,1,3
7,DK,7,2,1,0,1,0,1,0,0,1,1,1,1,0,0,27,52,0,0,3
7,DK,6,1,0,0,1,0,1,0,0,1,0,1,1,0,0,97,51,0,0,3
7,DK,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,97,52,0,0,3
7,DK,4,2,0,1,0,0,0,0,0,1,0,1,1,0,0,97,77,0,0,3
7,DK,7,2,0,0,1,0,0,1,0,0,1,1,0,0,0,24,57,0,0,3
7,DK,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,97,24,1,0,3
7,DK,8,2,0,0,1,0,1,0,1,0,0,1,0,0,0,30,37,2,0,3
7,DK,10,1,1,0,0,0,0,0,0,1,0,1,1,0,0,21,56,0,0,3
7,DK,6,2,1,1,1,0,0,1,0,1,0,1,0,0,0,19,69,0,0,3
7,DK,8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,23,32,1,0,3
7,DK,8,2,0,0,1,0,1,1,1,0,0,1,0,0,0,27,31,2,0,3
7,DK,5,1,0,0,1,0,1,0,0,0,0,1,1,0,0,97,62,0,0,3
7,DK,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,73,0,0,3
7,DK,7,2,0,1,0,0,1,0,0,1,0,1,0,0,0,98,21,0,0,3
7,DK,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,21,76,0,0,3
7,DK,8,1,0,0,0,0,1,0,0,1,0,1,1,0,0,51,58,0,0,3
7,DK,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,19,55,0,0,3
7,DK,6,1,1,0,0,0,1,0,0,0,0,1,1,0,0,42,63,0,0,3
7,DK,7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,36,64,0,0,3
7,DK,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,23,49,0,1,3
7,DK,6,2,1,0,0,0,1,0,0,1,0,1,1,0,0,20,62,0,0,3
7,DK,10,1,0,0,0,0,0,0,1,1,0,1,1,0,0,28,62,0,0,3
7,DK,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,26,34,0,0,3
7,DK,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,24,0,0,2
7,DK,6,1,1,1,0,0,0,0,1,1,0,1,1,0,0,23,39,2,0,3
7,DK,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,25,34,1,0,3
7,DK,7,2,1,0,0,0,0,0,0,1,0,0,1,0,0,18,72,0,0,3
7,DK,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,26,78,0,0,3
7,DK,6,2,0,1,1,0,0,0,0,1,0,1,1,0,0,42,60,0,0,3
