country,isocntry,qa2,qa5,qa6_1,qa6_2,qa6_3,qa6_4,qa6_5,qa6_6,qa6_7,qa6_8,qa6_9,qa6_10,qa6_11,qa6_12,qa6_13,d1,d11,d8,d40b,d40c,d60
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,55,14,0,0,1
5,IT,10,2,1,0,0,0,1,0,0,1,0,1,1,0,0,4,59,18,0,0,3
5,IT,8,3,0,0,0,0,0,0,0,1,0,1,1,0,0,97,52,19,0,0,2
5,IT,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,44,14,0,1,1
5,IT,8,1,0,0,0,0,0,0,0,1,0,1,1,1,0,97,33,30,0,0,2
5,IT,10,1,0,0,0,0,0,0,0,1,0,1,1,1,0,97,26,23,0,0,3
5,IT,8,2,0,0,0,0,0,0,0,0,0,1,0,1,0,8,74,11,0,0,3
5,IT,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,60,11,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,97,81,11,0,0,1
5,IT,9,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,63,20,0,0,1
5,IT,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,35,24,0,0,2
5,IT,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,48,18,0,0,3
5,IT,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,39,26,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,42,20,0,0,2
5,IT,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,41,28,1,1,2
5,IT,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,68,18,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,56,25,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,37,27,0,0,2
5,IT,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4,53,14,0,2,2
5,IT,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,75,13,0,0,2
5,IT,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4,50,18,0,0,2
5,IT,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,97,42,18,2,0,2
5,IT,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,72,14,0,0,2
5,IT,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,48,19,1,1,2
5,IT,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,98,16,98,0,1,7
5,IT,9,2,0,0,0,1,0,1,0,1,0,0,0,0,0,2,33,18,0,1,2
5,IT,8,2,0,1,0,0,1,0,0,1,0,0,0,0,0,2,63,13,0,0,2
5,IT,8,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29,19,0,0,2
5,IT,9,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,16,98,0,0,2
5,IT,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,98,25,18,0,0,2
5,IT,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,5,45,18,0,1,2
5,IT,10,2,0,1,1,0,0,0,1,0,0,0,1,0,0,97,16,98,1,1,2
5,IT,9,2,0,1,0,1,0,1,0,0,1,0,0,0,0,97,48,18,0,0,2
5,IT,8,3,0,1,0,0,1,0,0,1,1,1,1,0,0,98,35,16,0,1,7
5,IT,7,2,0,1,0,0,1,0,0,1,0,1,1,0,0,97,73,99,0,0,7
5,IT,8,1,0,1,0,0,1,0,0,1,0,1,1,0,0,97,65,16,0,0,7
5,IT,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,68,19,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,88,10,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46,19,0,0,2
5,IT,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,53,13,0,0,2
5,IT,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,66,5,1,0,2
5,IT,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,97,28,14,1,0,2
5,IT,8,1,0,1,0,0,1,1,0,1,0,0,1,0,0,97,75,19,0,0,2
5,IT,9,1,0,0,1,0,0,0,0,1,0,0,1,0,0,97,71,25,0,0,3
5,IT,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,77,14,0,0,2
5,IT,9,2,0,0,0,0,1,0,0,0,0,1,0,0,0,6,65,25,0,0,3
5,IT,10,1,0,1,0,0,0,0,0,1,0,1,1,0,0,4,27,25,0,0,2
5,IT,9,2,0,1,0,0,0,0,0,1,0,1,0,0,0,2,61,14,0,0,1
5,IT,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,23,19,0,1,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,17,98,0,0,3
5,IT,9,2,0,0,0,0,1,0,0,1,0,1,1,0,0,8,46,19,0,0,3
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,10,65,10,0,0,2
5,IT,10,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,57,19,0,0,3
5,IT,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,60,17,0,0,2
5,IT,8,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,52,16,0,0,1
5,IT,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,7,40,14,1,0,2
5,IT,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,52,14,0,0,1
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,23,98,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,64,18,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,1,1,1,1,0,0,5,25,24,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,60,15,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,69,15,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,1,0,1,1,0,0,6,33,23,1,0,2
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,64,14,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,22,98,0,1,2
5,IT,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,97,79,8,0,0,1
5,IT,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,98,0,0,7
5,IT,7,3,0,1,1,0,1,0,0,0,0,1,1,0,0,97,57,14,0,0,2
5,IT,10,1,0,1,1,0,1,0,1,1,1,1,1,0,0,5,80,26,0,0,3
5,IT,8,2,0,0,0,0,1,0,0,0,0,1,0,0,0,5,46,19,0,0,3
5,IT,10,1,0,1,0,0,0,0,0,1,0,1,1,0,0,98,17,98,0,1,3
5,IT,8,1,0,1,0,0,1,0,0,1,0,1,0,0,0,6,71,19,0,0,3
5,IT,10,2,0,0,0,0,1,0,0,1,0,1,0,0,0,5,70,15,0,0,3
5,IT,9,2,0,0,0,0,1,0,0,1,0,1,0,0,0,4,65,20,0,0,3
5,IT,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,64,24,0,0,3
5,IT,8,2,0,0,0,0,1,0,0,1,0,1,1,0,0,6,56,23,0,0,3
5,IT,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,32,26,0,0,2
5,IT,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,4,49,99,0,0,3
5,IT,7,1,0,0,1,0,1,0,0,1,0,1,1,0,0,6,60,99,0,0,3
5,IT,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,50,99,0,0,2
5,IT,8,1,0,0,0,0,0,1,0,1,0,1,0,0,0,97,18,98,0,0,3
5,IT,7,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,68,14,0,0,1
5,IT,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,33,18,2,1,2
5,IT,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,65,19,0,0,3
5,IT,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,41,21,2,0,3
5,IT,6,2,0,0,0,1,0,1,0,0,0,0,0,0,0,5,41,19,1,0,2
5,IT,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,38,20,0,0,2
5,IT,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,56,14,0,0,2
5,IT,6,2,0,0,0,0,0,0,0,1,0,1,1,0,0,7,68,20,0,0,2
5,IT,6,1,0,0,1,0,0,0,0,0,1,1,0,0,0,6,35,19,1,0,3
5,IT,6,2,0,1,0,0,0,0,1,0,0,1,0,0,0,5,29,25,0,0,2
5,IT,6,2,0,1,0,0,0,0,0,1,0,1,0,0,0,6,75,12,0,0,3
5,IT,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0,6,28,19,0,0,3
5,IT,9,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,22,98,0,0,1
5,IT,9,2,0,0,0,0,1,0,0,1,0,0,0,0,0,6,31,19,1,1,1
5,IT,8,2,0,0,0,0,1,0,0,1,0,0,0,0,0,7,41,20,2,0,1
5,IT,10,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,25,19,0,0,2
5,IT,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,30,19,0,0,2
5,IT,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,97,69,13,0,0,3
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,97,38,19,1,1,3
5,IT,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,97,58,14,0,0,3
5,IT,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,97,20,98,0,0,3
5,IT,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,97,57,15,0,0,3
5,IT,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,97,75,13,0,0,3
5,IT,9,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,61,19,0,0,2
5,IT,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,46,19,0,0,2
5,IT,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,46,23,0,0,3
5,IT,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,98,51,25,0,0,3
5,IT,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,97,64,14,0,0,2
5,IT,8,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,43,18,0,0,3
5,IT,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3,58,25,0,0,3
5,IT,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,55,18,0,0,3
5,IT,8,2,0,0,0,0,1,0,0,1,0,1,0,0,0,3,53,18,1,0,2
5,IT,9,2,0,1,0,0,1,0,0,0,0,0,0,0,0,7,30,18,0,0,3
5,IT,10,1,0,0,0,0,1,0,0,1,0,1,1,0,0,6,41,14,0,0,1
5,IT,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,51,13,0,0,1
5,IT,10,2,0,1,0,0,1,0,0,0,0,0,1,0,0,4,42,18,0,1,1
5,IT,9,2,0,0,0,0,1,0,0,0,0,1,1,0,0,6,72,10,0,0,2
5,IT,10,2,0,0,0,0,1,0,0,1,0,1,1,0,0,4,44,18,0,1,2
5,IT,10,2,0,0,0,0,1,0,0,0,0,1,1,0,0,5,39,13,2,0,1
5,IT,9,2,0,1,0,0,1,0,0,1,0,1,1,0,0,97,43,25,1,1,3
5,IT,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,7,80,24,0,0,3
5,IT,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,97,39,27,1,0,3
5,IT,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,76,25,0,0,3
5,IT,8,2,0,0,0,0,1,0,0,1,0,1,1,0,0,97,35,26,0,0,3
5,IT,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,48,19,0,0,3
5,IT,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,97,80,24,0,0,3
5,IT,10,2,0,0,0,0,1,0,0,1,0,1,1,0,0,97,22,98,0,0,3
5,IT,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,75,19,0,0,3
5,IT,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,40,25,1,0,3
5,IT,9,3,0,0,0,0,0,0,0,1,0,0,1,0,0,97,51,25,0,1,3
5,IT,9,2,1,0,0,0,1,0,0,1,0,1,0,0,0,97,18,98,0,0,3
5,IT,9,1,0,0,0,0,0,0,0,1,1,1,1,0,0,5,42,19,0,0,2
5,IT,9,1,0,0,0,0,0,0,0,1,0,1,1,1,0,97,59,19,0,0,2
5,IT,10,1,0,0,0,0,0,0,0,1,0,1,1,1,0,7,22,98,0,0,2
5,IT,9,1,0,0,0,0,0,0,0,1,1,1,1,1,0,97,30,0,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,10,30,17,1,2,1
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,6,46,18,0,0,2
5,IT,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,10,62,12,0,0,2
5,IT,6,2,0,0,0,0,0,0,0,0,1,1,1,0,0,7,40,22,0,0,2
5,IT,9,1,0,1,0,0,1,0,0,1,1,1,1,0,0,98,46,20,0,0,3
5,IT,8,1,1,1,0,0,1,0,0,1,1,1,1,0,0,3,58,16,0,0,3
5,IT,9,1,0,1,1,0,1,0,0,1,1,1,1,0,0,2,57,23,0,0,3
5,IT,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,5,63,21,0,0,2
5,IT,8,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,66,23,0,0,2
5,IT,8,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,43,26,0,0,2
5,IT,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,21,98,0,0,2
5,IT,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,8,75,12,0,0,3
5,IT,9,2,0,1,0,0,1,0,0,1,0,1,1,0,0,6,70,11,0,0,2
5,IT,6,2,1,1,0,0,1,0,0,0,0,0,1,0,0,8,53,18,0,0,2
5,IT,8,1,0,0,1,0,1,0,1,1,0,1,1,0,0,10,39,19,0,0,1
5,IT,10,1,0,1,0,0,1,0,0,1,0,1,1,0,0,8,46,19,0,0,3
5,IT,10,1,0,1,0,0,0,0,0,1,0,1,0,0,0,7,28,19,0,0,2
5,IT,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,33,14,2,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,27,19,0,0,2
5,IT,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,10,26,17,0,0,2
5,IT,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,97,77,14,0,0,2
5,IT,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,54,20,0,0,3
5,IT,9,1,0,0,0,0,0,0,0,1,0,1,1,0,0,6,60,20,0,0,3
5,IT,8,2,0,0,0,0,0,0,0,1,0,1,1,0,0,5,75,14,0,0,3
5,IT,10,2,0,0,0,0,1,0,0,0,0,1,1,0,0,10,52,14,0,0,2
5,IT,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,10,25,23,0,0,3
5,IT,8,2,0,0,0,0,0,0,0,0,1,1,1,0,0,7,28,24,1,0,3
5,IT,10,1,1,0,0,0,0,0,0,1,0,0,1,0,0,5,41,14,0,0,2
5,IT,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,70,14,0,0,3
5,IT,6,2,0,0,0,0,0,0,0,1,1,1,1,0,0,4,48,18,0,0,2
5,IT,5,2,0,0,0,0,1,0,0,1,1,1,1,0,0,7,50,18,1,2,2
5,IT,8,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,55,23,0,0,2
5,IT,9,2,0,0,0,0,1,0,0,0,0,1,1,0,0,5,30,18,0,0,2
5,IT,8,2,0,0,0,0,1,0,0,0,0,1,0,0,0,98,48,18,0,0,2
5,IT,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,7,47,16,0,0,2
5,IT,6,2,1,0,0,0,0,0,0,1,0,1,1,0,0,5,53,18,0,0,7
5,IT,9,1,0,1,0,0,1,0,0,1,0,1,0,0,0,7,66,14,0,0,2
5,IT,2,1,0,1,0,0,0,0,0,1,0,1,1,1,0,98,18,98,0,1,7
5,IT,8,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,18,98,0,0,1
5,IT,8,2,0,1,0,1,0,0,0,1,0,0,1,0,0,1,25,98,1,0,1
5,IT,3,3,1,0,0,0,1,1,0,1,0,1,1,1,0,1,48,27,0,0,1
5,IT,10,1,0,0,1,0,1,0,1,1,0,1,1,1,0,97,57,24,0,0,2
5,IT,7,3,0,1,0,0,0,0,0,1,0,0,1,0,0,6,75,9,0,0,2
5,IT,10,2,0,0,0,0,0,1,0,0,1,0,0,0,0,97,51,18,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,97,68,14,0,0,3
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,10,52,18,0,0,1
5,IT,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,7,35,24,0,0,2
5,IT,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,20,98,1,0,2
5,IT,7,1,0,1,0,0,0,0,0,1,0,1,0,0,0,6,52,19,0,0,2
5,IT,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,23,98,0,1,2
5,IT,10,1,0,1,0,0,1,0,0,1,0,1,0,0,0,97,35,25,4,0,2
5,IT,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,10,22,19,0,0,2
5,IT,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,97,51,14,0,0,2
5,IT,8,2,0,0,0,0,1,0,0,1,1,1,1,0,0,98,59,13,0,0,1
5,IT,8,2,0,0,0,0,1,0,0,1,1,0,0,0,0,5,39,18,1,1,1
5,IT,7,2,0,0,0,0,1,0,0,1,1,0,0,0,0,98,71,10,0,0,1
5,IT,8,2,0,0,0,0,1,0,0,1,1,0,1,0,0,8,37,18,1,1,2
5,IT,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0,98,47,19,0,0,7
5,IT,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,97,44,19,1,0,7
5,IT,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,28,19,0,0,2
5,IT,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,97,62,14,0,0,3
5,IT,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,97,42,23,2,0,7
5,IT,6,1,0,0,1,0,0,0,0,1,0,1,1,0,0,4,58,14,0,0,7
5,IT,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3,43,25,1,0,2
5,IT,9,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,65,15,0,0,3
5,IT,10,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,73,10,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,74,12,0,0,3
5,IT,8,2,0,0,1,0,1,0,0,1,0,0,0,0,0,5,55,20,0,0,3
5,IT,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,61,13,0,0,3
5,IT,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,39,19,0,0,2
5,IT,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,72,15,0,0,3
5,IT,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,26,20,0,0,2
5,IT,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,49,25,0,0,2
5,IT,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,20,0,0,3
5,IT,7,2,0,0,0,0,0,0,0,1,1,1,1,0,0,4,59,25,0,0,3
5,IT,9,2,0,1,1,0,1,0,0,1,0,0,1,0,0,5,66,22,0,0,3
5,IT,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,10,44,25,0,0,2
5,IT,10,2,0,0,0,0,1,0,0,1,1,1,1,0,0,10,40,24,0,0,2
5,IT,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,6,66,19,0,0,1
5,IT,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,97,28,98,0,0,7
5,IT,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,97,36,98,0,0,7
5,IT,8,2,0,0,0,0,0,0,0,0,1,1,1,0,0,5,70,33,0,0,7
5,IT,7,2,0,1,0,0,0,0,0,1,0,0,1,0,0,3,65,22,0,0,3
5,IT,8,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,62,23,0,0,7
5,IT,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,97,41,27,0,0,7
5,IT,8,2,0,0,0,0,1,0,0,1,0,0,1,0,0,97,41,19,0,0,7
5,IT,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,67,23,0,0,3
5,IT,7,2,0,0,1,0,1,0,1,0,0,1,0,0,0,2,39,23,0,0,3
5,IT,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,97,78,10,0,0,3
5,IT,8,1,0,0,0,0,1,0,0,1,0,1,0,0,0,7,70,14,0,0,3
5,IT,9,1,0,0,0,0,1,1,0,1,0,1,0,0,0,97,28,18,1,0,2
5,IT,9,1,0,1,0,0,0,1,0,0,0,1,1,0,0,97,35,18,0,0,3
5,IT,8,2,0,0,0,0,1,0,0,0,1,0,1,0,0,5,47,18,0,0,2
5,IT,8,2,0,0,0,0,1,0,0,1,1,1,1,0,0,5,25,18,0,0,2
5,IT,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,72,14,0,0,1
5,IT,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,29,25,0,0,2
5,IT,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,38,3,0,0,2
5,IT,8,2,0,0,0,0,0,0,0,1,0,1,0,0,0,4,39,20,1,0,2
5,IT,8,2,0,0,0,0,0,0,1,0,0,1,1,0,0,5,46,26,1,0,3
5,IT,8,1,0,1,0,0,1,0,0,1,0,1,0,0,0,4,53,19,0,0,2
5,IT,8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,33,27,0,0,2
5,IT,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,54,25,0,0,2
5,IT,10,2,0,0,0,0,1,0,0,0,1,1,0,0,0,8,49,19,0,1,2
5,IT,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,6,76,14,0,0,2
5,IT,9,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2,45,25,0,0,2
5,IT,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,26,98,0,0,7
5,IT,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,30,99,0,0,7
5,IT,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,97,50,0,0,0,2
5,IT,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,69,0,0,0,3
5,IT,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,97,46,0,0,1,7
5,IT,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,54,0,0,0,2
5,IT,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,97,20,98,1,1,7
5,IT,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,97,45,0,0,0,3
5,IT,9,1,0,1,0,0,1,0,0,1,0,1,1,0,0,4,46,20,0,1,3
5,IT,10,2,0,1,0,0,0,0,0,0,0,1,1,0,0,98,19,98,0,0,3
5,IT,10,2,0,1,0,0,0,0,0,1,0,1,1,0,0,97,73,11,0,0,3
5,IT,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,97,63,13,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,19,98,0,0,3
5,IT,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,18,98,0,0,3
5,IT,10,2,0,1,0,0,1,0,0,1,0,1,1,0,0,97,68,10,0,0,2
5,IT,10,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,49,26,0,1,7
5,IT,10,2,0,0,0,0,1,0,0,1,0,1,1,0,0,97,71,10,0,0,2
5,IT,10,1,0,0,1,0,1,0,0,1,0,1,1,0,0,97,46,18,0,0,2
5,IT,10,2,0,1,0,0,1,0,0,1,0,1,1,0,0,6,33,18,2,0,2
5,IT,10,2,1,0,0,0,1,0,0,1,0,1,1,0,0,97,46,18,0,2,2
5,IT,10,1,1,0,1,0,1,0,0,1,0,1,1,0,0,97,49,13,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,18,98,0,0,2
5,IT,10,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,22,98,0,0,3
5,IT,10,2,1,0,0,0,1,0,0,1,0,1,1,0,0,97,44,18,0,1,7
5,IT,9,1,1,0,0,0,1,0,0,1,0,1,1,0,0,97,49,18,0,0,2
5,IT,10,2,0,0,0,0,1,0,0,1,0,1,1,0,0,97,45,25,0,1,2
5,IT,10,1,1,1,0,0,1,0,0,1,0,1,1,0,0,10,53,26,0,0,7
5,IT,6,3,0,0,0,0,1,0,0,1,0,0,1,0,0,97,61,10,0,0,2
5,IT,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,98,0,1,7
5,IT,10,2,0,0,0,0,1,0,0,1,0,1,1,0,0,10,79,10,0,0,2
5,IT,10,2,1,0,0,0,1,0,0,1,0,1,1,0,0,97,41,13,1,1,1
5,IT,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,39,19,3,0,2
5,IT,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,97,57,14,0,0,3
5,IT,7,2,0,0,0,0,0,0,1,0,0,1,1,0,0,7,39,19,2,0,2
5,IT,10,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,68,14,0,0,3
5,IT,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,97,54,14,0,0,1
5,IT,10,1,0,0,1,0,1,0,0,0,0,1,0,0,0,4,45,14,0,0,3
5,IT,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,97,63,10,0,0,2
5,IT,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,35,24,0,0,3
5,IT,7,2,0,0,0,0,1,0,0,1,0,1,0,0,0,8,70,11,0,0,3
5,IT,8,2,0,0,0,0,1,0,0,1,0,1,1,0,0,97,39,19,1,0,2
5,IT,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,6,55,14,0,0,2
5,IT,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,98,18,98,0,0,3
5,IT,7,2,0,0,0,0,0,1,0,1,0,1,1,0,0,3,66,14,0,0,3
5,IT,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0,6,70,11,0,0,3
5,IT,8,2,1,0,0,0,0,1,0,1,1,1,1,0,0,7,35,28,0,0,3
5,IT,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,97,26,98,0,0,3
5,IT,7,2,0,0,0,0,1,1,0,1,0,1,0,0,0,3,68,11,0,0,3
5,IT,7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,7,44,19,2,0,2
5,IT,8,1,0,0,0,0,0,0,1,1,0,1,1,0,0,98,51,28,0,0,3
5,IT,7,2,0,0,0,0,0,0,0,1,0,1,0,0,0,5,70,11,0,0,2
5,IT,7,2,0,0,0,0,0,0,0,1,0,1,0,0,0,8,69,11,0,0,3
5,IT,8,1,0,0,0,0,1,0,0,1,0,1,1,0,0,7,34,19,0,0,3
5,IT,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,74,11,0,0,3
