surveyid,year,cc,isocc,nc9,nc14,bills,eduage,polr,scc,caper,calfcar,caecar,canocar,caihome,calehome,caleapp,casup,caesequ,casolar,cacfood,cactravel,cared,cadis,caother,canone,pdconv,age
91.3,2019,2,BE,0,2,3,99,6,5,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,3,60
91.3,2019,2,BE,1,2,3,99,7,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,50
91.3,2019,2,BE,0,2,3,99,5,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,60
91.3,2019,2,BE,2,1,2,99,5,5,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,37
91.3,2019,2,BE,2,0,2,8,5,4,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3,32
91.3,2019,2,BE,0,2,3,99,5,5,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,60
91.3,2019,2,BE,0,1,3,99,5,5,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,55
91.3,2019,2,BE,0,0,1,25,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,44
91.3,2019,2,BE,0,0,2,18,6,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,35
91.3,2019,2,BE,0,0,3,23,3,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,2,70
91.3,2019,2,BE,0,0,3,32,1,8,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,2,41
91.3,2019,2,BE,1,1,2,98,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,20
91.3,2019,2,BE,0,1,2,98,3,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,18
91.3,2019,2,BE,0,0,2,58,3,9,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,62
91.3,2019,2,BE,2,0,2,8,5,4,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,30
91.3,2019,2,BE,0,0,1,98,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,25
91.3,2019,2,BE,0,2,3,99,6,6,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,55
91.3,2019,2,BE,2,0,2,10,7,7,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,30
91.3,2019,2,BE,2,0,3,99,6,8,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,35
91.3,2019,2,BE,0,0,3,12,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,72
91.3,2019,2,BE,0,0,1,17,4,3,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,3,46
91.3,2019,2,BE,0,0,3,12,3,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,73
91.3,2019,2,BE,0,0,3,23,3,10,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,2,49
91.3,2019,2,BE,0,0,1,17,4,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,21
91.3,2019,2,BE,0,0,3,16,5,5,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,68
91.3,2019,2,BE,0,0,3,21,5,6,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,56
91.3,2019,2,BE,0,0,3,18,5,7,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,4,68
91.3,2019,2,BE,1,2,3,98,4,9,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,16
91.3,2019,2,BE,2,1,1,98,4,10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,15
91.3,2019,2,BE,3,1,3,23,2,9,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,36
91.3,2019,2,BE,0,0,2,23,8,8,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,73
91.3,2019,2,BE,0,0,3,23,5,8,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,56
91.3,2019,2,BE,0,0,3,20,6,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,58
91.3,2019,2,BE,0,0,3,19,5,7,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,33
91.3,2019,2,BE,0,0,2,20,8,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,45
91.3,2019,2,BE,0,0,1,18,3,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,54
91.3,2019,2,BE,1,1,2,18,5,8,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,40
91.3,2019,2,BE,0,0,2,19,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,74
91.3,2019,2,BE,0,0,3,99,5,4,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,45
91.3,2019,2,BE,1,1,3,99,5,3,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,46
91.3,2019,2,BE,2,0,3,99,5,4,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,35
91.3,2019,2,BE,1,1,3,99,5,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,38
91.3,2019,2,BE,0,1,2,99,3,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,50
91.3,2019,2,BE,2,0,3,99,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,36
91.3,2019,2,BE,1,0,3,99,5,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,56
91.3,2019,2,BE,1,1,3,99,5,4,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,46
91.3,2019,2,BE,0,0,3,22,5,8,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,87
91.3,2019,2,BE,0,0,2,24,3,10,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,2,56
91.3,2019,2,BE,0,0,2,16,3,8,2,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,60
91.3,2019,2,BE,3,1,2,18,1,10,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,4,31
91.3,2019,2,BE,1,0,3,19,5,8,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,37
91.3,2019,2,BE,0,0,3,20,7,8,2,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,4,65
91.3,2019,2,BE,0,0,3,18,6,8,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,59
91.3,2019,2,BE,0,0,3,21,8,6,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,74
91.3,2019,2,BE,0,0,3,18,3,8,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,65
91.3,2019,2,BE,0,0,3,98,10,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,20
91.3,2019,2,BE,0,0,3,98,5,8,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,18
91.3,2019,2,BE,0,0,3,21,7,8,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,68
91.3,2019,2,BE,0,0,2,16,5,7,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,80
91.3,2019,2,BE,0,0,3,20,7,7,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,69
91.3,2019,2,BE,0,0,2,20,7,9,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,45
91.3,2019,2,BE,1,1,2,28,5,8,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,30
91.3,2019,2,BE,0,0,3,21,6,9,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,63
91.3,2019,2,BE,0,0,3,20,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
91.3,2019,2,BE,0,0,3,14,5,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,59
91.3,2019,2,BE,0,0,3,17,10,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,79
91.3,2019,2,BE,0,0,2,19,3,9,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,32
91.3,2019,2,BE,0,0,2,19,5,9,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,60
91.3,2019,2,BE,0,0,3,98,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21
91.3,2019,2,BE,0,0,1,20,6,7,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,65
91.3,2019,2,BE,0,1,3,24,2,10,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,2,46
91.3,2019,2,BE,0,0,1,22,5,10,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,39
91.3,2019,2,BE,0,0,3,19,1,7,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,56
91.3,2019,2,BE,0,0,2,21,10,10,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,4,68
91.3,2019,2,BE,0,0,3,25,5,5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,64
91.3,2019,2,BE,0,0,3,21,7,7,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,2,51
91.3,2019,2,BE,0,0,3,23,7,6,2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,2,64
91.3,2019,2,BE,0,0,2,21,4,10,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,58
91.3,2019,2,BE,1,1,3,98,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19
91.3,2019,2,BE,0,0,2,19,3,7,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,4,58
91.3,2019,2,BE,0,0,3,21,2,10,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2,31
91.3,2019,2,BE,0,0,2,24,6,8,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,3,48
91.3,2019,2,BE,0,1,1,40,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,42
91.3,2019,2,BE,0,1,3,98,3,10,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,15
91.3,2019,2,BE,0,0,1,18,6,8,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,63
91.3,2019,2,BE,0,0,3,18,5,10,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,3,67
91.3,2019,2,BE,0,0,2,18,6,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,52
91.3,2019,2,BE,0,0,3,23,7,7,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,54
91.3,2019,2,BE,0,0,2,24,8,8,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,33
91.3,2019,2,BE,0,0,3,18,5,9,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,72
91.3,2019,2,BE,0,0,1,19,6,6,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,63
91.3,2019,2,BE,1,0,2,24,3,10,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,2,36
91.3,2019,2,BE,0,0,3,18,5,10,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,2,56
91.3,2019,2,BE,1,1,1,24,2,10,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,2,43
91.3,2019,2,BE,0,0,3,15,6,10,2,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,2,67
91.3,2019,2,BE,0,0,3,98,2,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,17
91.3,2019,2,BE,0,0,3,18,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,75
91.3,2019,2,BE,0,0,2,22,3,7,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,27
91.3,2019,2,BE,0,0,3,21,1,10,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,39
91.3,2019,2,BE,2,0,3,21,5,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,34
91.3,2019,2,BE,0,0,2,21,3,8,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,59
91.3,2019,2,BE,0,0,3,18,5,7,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,63
91.3,2019,2,BE,0,1,2,18,5,8,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,2,47
91.3,2019,2,BE,1,1,3,98,98,10,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,16
91.3,2019,2,BE,1,1,1,21,3,8,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,45
91.3,2019,2,BE,0,0,3,0,5,8,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,63
91.3,2019,2,BE,0,0,3,19,8,9,2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,3,68
91.3,2019,2,BE,0,0,3,18,5,10,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,59
91.3,2019,2,BE,0,0,3,17,98,6,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,69
91.3,2019,2,BE,0,0,3,25,6,10,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,3,65
91.3,2019,2,BE,0,0,3,21,97,6,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,4,77
91.3,2019,2,BE,0,0,3,22,4,8,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,3,66
91.3,2019,2,BE,0,0,3,25,5,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,78
91.3,2019,2,BE,0,0,3,23,7,10,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,2,28
91.3,2019,2,BE,0,0,3,98,5,8,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,25
91.3,2019,2,BE,0,0,3,14,97,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,91
91.3,2019,2,BE,1,0,2,98,3,10,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,22
91.3,2019,2,BE,0,0,3,19,4,10,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,62
91.3,2019,2,BE,0,2,3,23,5,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,48
91.3,2019,2,BE,0,0,3,18,98,8,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,4,69
91.3,2019,2,BE,0,0,3,20,5,8,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,3,73
91.3,2019,2,BE,2,0,3,18,5,7,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,2,46
91.3,2019,2,BE,0,0,3,24,4,9,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,28
91.3,2019,2,BE,1,0,3,20,7,3,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,37
91.3,2019,2,BE,0,0,2,21,6,8,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,46
91.3,2019,2,BE,1,0,3,42,98,7,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,43
91.3,2019,2,BE,0,1,3,22,5,8,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,2,48
91.3,2019,2,BE,0,0,3,18,98,11,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,85
91.3,2019,2,BE,0,0,3,19,3,7,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,4,67
91.3,2019,2,BE,0,0,3,22,5,9,2,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,3,39
91.3,2019,2,BE,0,1,3,21,8,8,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,53
91.3,2019,2,BE,0,0,2,17,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,37
91.3,2019,2,BE,0,2,3,41,5,8,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4,41
91.3,2019,2,BE,0,0,3,18,7,10,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,4,52
91.3,2019,2,BE,0,0,3,20,5,7,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,68
91.3,2019,2,BE,0,0,3,15,4,10,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,63
91.3,2019,2,BE,0,0,3,22,2,9,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,24
91.3,2019,2,BE,0,0,3,98,3,10,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,18
91.3,2019,2,BE,1,1,3,18,5,8,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,34
91.3,2019,2,BE,0,0,3,22,7,8,2,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,2,52
91.3,2019,2,BE,1,0,2,98,97,6,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,2,22
91.3,2019,2,BE,0,2,2,21,5,7,2,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,2,39
91.3,2019,2,BE,0,1,3,23,5,7,2,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,2,42
91.3,2019,2,BE,0,0,3,21,6,8,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,2,43
91.3,2019,2,BE,2,2,1,20,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,40
91.3,2019,2,BE,0,0,3,20,3,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,63
91.3,2019,2,BE,0,0,3,18,6,6,2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,2,70
91.3,2019,2,BE,0,0,3,18,98,6,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,2,52
91.3,2019,2,BE,0,0,3,16,5,6,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4,78
91.3,2019,2,BE,0,1,3,20,5,10,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,2,44
91.3,2019,2,BE,0,0,3,18,6,10,2,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,56
91.3,2019,2,BE,0,0,3,25,4,10,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,59
91.3,2019,2,BE,0,0,3,16,3,9,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,3,69
91.3,2019,2,BE,1,1,1,21,7,9,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,2,37
91.3,2019,2,BE,0,0,3,22,3,9,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,3,32
91.3,2019,2,BE,0,0,3,14,8,7,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,82
91.3,2019,2,BE,0,0,3,18,5,8,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,2,70
91.3,2019,2,BE,0,0,3,23,7,8,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,3,66
91.3,2019,2,BE,0,0,1,19,5,8,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4,43
91.3,2019,2,BE,0,0,3,16,98,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,64
91.3,2019,2,BE,2,0,1,21,8,8,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,42
91.3,2019,2,BE,0,0,3,18,5,10,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,63
91.3,2019,2,BE,0,0,3,98,6,5,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,20
91.3,2019,2,BE,0,0,3,18,5,5,2,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,2,79
91.3,2019,2,BE,0,0,1,18,6,5,2,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,38
91.3,2019,2,BE,0,0,3,14,5,8,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4,64
91.3,2019,2,BE,0,0,3,18,4,8,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,28
91.3,2019,2,BE,0,0,3,20,5,9,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,4,63
91.3,2019,2,BE,2,1,3,22,6,8,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,38
91.3,2019,2,BE,0,0,3,18,6,7,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,58
91.3,2019,2,BE,0,0,3,21,5,10,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,3,64
91.3,2019,2,BE,0,0,3,23,6,8,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,55
91.3,2019,2,BE,0,0,3,14,5,6,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,2,78
91.3,2019,2,BE,0,0,3,19,5,10,2,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,2,71
91.3,2019,2,BE,0,0,3,21,6,9,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,23
91.3,2019,2,BE,0,0,3,14,98,6,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,81
91.3,2019,2,BE,0,0,3,98,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19
91.3,2019,2,BE,0,0,3,22,5,6,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,56
91.3,2019,2,BE,0,0,2,25,5,9,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,2,32
91.3,2019,2,BE,0,0,3,14,5,6,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,81
91.3,2019,2,BE,0,0,3,22,6,10,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,64
91.3,2019,2,BE,0,0,1,18,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,40
91.3,2019,2,BE,0,0,3,19,3,8,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,47
91.3,2019,2,BE,1,1,3,21,5,7,2,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,3,42
91.3,2019,2,BE,0,0,3,14,5,9,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,88
91.3,2019,2,BE,0,0,3,18,5,10,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,65
91.3,2019,2,BE,0,0,2,18,3,7,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,3,27
91.3,2019,2,BE,0,0,3,18,5,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,89
91.3,2019,2,BE,0,0,3,14,8,10,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,65
91.3,2019,2,BE,0,0,3,25,5,10,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,3,85
