country,isocntry,d11,qc2,qc5,qc6.1,qc6.2,qc6.3,qc6.4,qc6.5,qc6.6,qc6.7,qc6.8,qc6.9,qc6.10,qc6.11,qc6.12,qc6.13,qc6.14,qc6.15,d1,d8,d40b,d40c,d60
3,NL,42,8,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,16,0,1,2
3,NL,44,8,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,25,1,1,3
3,NL,18,7,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,98,1,2,3
3,NL,45,8,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,25,3,0,3
3,NL,37,9,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,8,25,1,0,3
3,NL,65,10,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,4,21,0,0,3
3,NL,51,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,9,22,0,0,3
3,NL,30,9,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,98,0,0,3
3,NL,27,8,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,3,19,2,0,3
3,NL,32,10,2,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,7,17,3,0,3
3,NL,70,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,16,0,0,3
3,NL,59,8,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7,26,0,0,3
3,NL,68,10,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,23,0,0,3
3,NL,58,10,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,4,21,0,0,3
3,NL,67,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,21,0,0,3
3,NL,24,6,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,9,23,0,0,3
3,NL,45,8,2,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,4,26,0,2,3
3,NL,35,7,2,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,5,23,2,0,3
3,NL,68,7,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,17,0,0,3
3,NL,62,10,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,27,0,0,2
3,NL,38,5,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,7,16,0,1,2
3,NL,66,10,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,3,33,0,0,3
3,NL,56,10,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,10,52,0,0,3
3,NL,34,3,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,8,16,2,0,3
3,NL,60,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,22,0,0,3
3,NL,68,8,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,4,18,0,0,3
3,NL,70,7,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,15,0,0,2
3,NL,61,8,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,20,0,0,3
3,NL,60,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,30,0,0,3
3,NL,42,8,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,3,23,2,0,3
3,NL,62,5,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,8,12,0,0,2
3,NL,68,9,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,25,0,0,3
3,NL,24,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,23,0,0,2
3,NL,63,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19,0,0,1
3,NL,29,7,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,3,23,0,0,3
3,NL,65,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,17,0,0,3
3,NL,70,7,2,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,6,24,0,0,3
3,NL,59,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,28,0,0,3
3,NL,62,9,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,4,24,0,0,3
3,NL,20,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,99,0,0,1
3,NL,70,9,2,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,5,19,0,0,3
3,NL,51,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,23,0,1,1
3,NL,67,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,18,0,0,3
3,NL,52,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,18,0,0,3
3,NL,35,8,2,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,8,21,1,0,3
3,NL,42,7,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,19,0,0,3
3,NL,40,10,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,23,1,1,3
3,NL,74,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10,15,0,0,3
3,NL,39,7,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,4,16,0,1,3
3,NL,70,9,2,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,4,20,0,0,3
3,NL,32,7,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,23,0,0,3
3,NL,72,7,2,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,5,14,0,0,3
3,NL,33,8,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,5,19,1,0,3
3,NL,61,6,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,8,16,0,0,3
3,NL,76,10,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,8,16,0,0,3
3,NL,36,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,24,1,0,1
3,NL,55,8,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,24,0,0,3
3,NL,21,8,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,98,0,0,3
3,NL,53,5,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,16,0,0,2
3,NL,53,7,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,7,17,0,0,2
3,NL,33,8,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,7,22,2,0,3
3,NL,62,7,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,6,16,0,0,2
3,NL,47,7,2,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,7,23,0,0,3
3,NL,45,8,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,2,25,0,2,3
3,NL,31,10,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,6,25,2,0,3
3,NL,54,9,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,5,17,0,0,3
3,NL,64,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,38,0,0,1
3,NL,74,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,18,0,0,2
3,NL,63,10,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,3,17,0,0,3
3,NL,62,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,15,0,0,3
3,NL,59,10,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3,16,0,0,1
3,NL,60,9,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,3,21,0,0,3
3,NL,32,8,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,2,27,0,0,3
3,NL,52,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,24,0,0,3
3,NL,37,10,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,4,25,2,0,3
3,NL,37,8,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,4,25,1,0,3
3,NL,50,8,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,6,29,0,0,3
3,NL,61,6,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,26,0,0,3
3,NL,75,6,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,5,20,0,0,3
3,NL,63,7,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4,16,0,0,3
3,NL,69,5,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,5,15,0,0,3
3,NL,37,8,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,4,29,2,0,3
3,NL,54,8,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,8,24,0,0,3
3,NL,33,7,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,26,0,0,3
3,NL,38,10,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,6,24,0,0,3
3,NL,55,9,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,2,27,0,0,3
3,NL,76,9,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,3,29,0,0,3
3,NL,41,7,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,23,2,0,3
3,NL,69,7,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,2,17,0,0,3
3,NL,33,7,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,23,1,0,3
3,NL,56,7,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,8,21,0,0,3
3,NL,43,7,2,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,3,22,1,1,3
3,NL,62,7,2,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,97,16,0,0,3
3,NL,53,9,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,99,0,0,1
3,NL,61,7,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,6,18,0,0,3
3,NL,70,8,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,5,23,0,0,3
3,NL,66,5,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8,16,0,0,3
3,NL,57,8,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,6,19,0,0,3
3,NL,65,8,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,5,25,0,0,3
3,NL,29,8,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,26,1,0,3
3,NL,48,9,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,7,26,0,2,3
3,NL,52,9,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,3,23,0,0,3
3,NL,72,6,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,7,25,0,0,3
3,NL,50,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,22,0,0,3
3,NL,70,7,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,7,20,0,0,3
3,NL,71,8,2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,5,17,0,0,3
3,NL,67,5,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,4,22,0,0,3
3,NL,15,8,2,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,98,1,1,3
3,NL,47,5,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,9,20,0,0,3
3,NL,73,10,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,8,19,0,0,3
3,NL,53,8,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,5,17,0,0,3
3,NL,57,7,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,5,18,0,0,3
3,NL,64,6,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,21,0,0,1
3,NL,43,6,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,4,21,1,1,3
3,NL,71,10,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,15,0,0,3
3,NL,57,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,17,0,0,1
3,NL,65,9,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,2,24,0,0,3
3,NL,61,8,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,4,15,0,0,3
3,NL,38,7,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,17,0,0,3
3,NL,65,7,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,6,17,0,0,3
3,NL,53,10,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,22,0,0,3
3,NL,69,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,18,0,0,3
3,NL,62,8,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,15,0,0,3
3,NL,42,8,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,19,1,1,3
3,NL,53,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,23,0,0,3
3,NL,56,8,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,5,16,0,0,3
3,NL,52,8,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,18,0,0,3
3,NL,65,8,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,4,17,0,0,3
3,NL,56,8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,18,0,0,3
3,NL,36,7,2,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,5,21,2,0,3
3,NL,68,7,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,17,0,0,3
3,NL,21,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,19,0,0,3
3,NL,69,9,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,3,16,0,0,3
3,NL,71,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,14,0,0,3
3,NL,58,10,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,34,0,0,1
3,NL,67,3,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,22,0,0,3
3,NL,75,5,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,6,19,0,0,3
3,NL,53,7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,24,0,0,3
3,NL,61,5,2,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,23,0,0,3
3,NL,21,10,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,98,0,0,3
3,NL,61,8,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,5,18,0,0,3
3,NL,22,7,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,5,98,0,0,2
3,NL,37,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,16,0,0,3
3,NL,67,7,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,15,0,0,3
3,NL,55,8,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,5,22,0,0,3
3,NL,66,5,2,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,5,16,0,0,3
3,NL,42,10,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,5,24,0,2,2
3,NL,61,7,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,6,19,0,0,2
3,NL,57,10,2,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,22,0,0,3
3,NL,48,10,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,6,22,0,1,3
3,NL,54,8,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,3,16,0,0,3
3,NL,71,8,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,18,0,0,3
3,NL,68,9,2,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,7,20,0,0,3
3,NL,71,8,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,5,20,0,0,3
3,NL,67,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,7,17,0,0,3
3,NL,75,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,18,0,0,3
3,NL,55,7,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,4,20,0,0,3
3,NL,58,7,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,19,0,0,3
3,NL,62,7,2,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,5,17,0,0,3
3,NL,53,9,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,6,24,0,3,3
3,NL,60,9,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,3,20,0,0,3
3,NL,47,7,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,6,21,0,1,3
3,NL,67,9,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,3,24,0,0,3
3,NL,56,7,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,9,16,0,0,3
3,NL,41,7,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,4,19,0,1,2
3,NL,32,6,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,6,18,0,0,3
3,NL,53,10,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,5,18,0,0,3
3,NL,46,8,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,8,22,0,0,3
3,NL,47,10,2,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,6,22,0,0,3
3,NL,36,7,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,2,20,0,1,3
3,NL,44,9,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,8,20,1,0,2
3,NL,41,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,18,0,0,3
3,NL,31,8,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,23,0,0,3
3,NL,46,7,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4,24,2,1,3
3,NL,40,7,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,20,5,1,3
3,NL,35,11,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4,25,2,0,3
3,NL,60,10,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,18,0,0,3
3,NL,37,4,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,7,27,2,0,3
3,NL,49,9,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,27,0,2,3
3,NL,52,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,21,0,0,2
3,NL,52,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,25,0,0,2
3,NL,63,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,22,0,0,3
3,NL,65,10,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,4,20,0,0,3
3,NL,62,8,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,4,18,0,0,3
3,NL,72,10,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,7,22,0,0,3
3,NL,68,9,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,8,15,0,0,3
3,NL,20,7,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,98,0,0,3
3,NL,61,10,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,3,26,0,0,3
3,NL,65,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,97,26,0,0,3
3,NL,65,10,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,4,17,0,0,3
3,NL,59,7,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,3,20,0,0,3
3,NL,69,7,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,8,16,0,0,3
3,NL,52,8,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,27,0,1,1
3,NL,33,8,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,8,22,0,0,3
3,NL,62,8,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,7,21,0,0,3
3,NL,46,9,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,7,25,1,1,2
3,NL,22,10,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,20,0,0,3
3,NL,61,6,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,3,17,0,0,3
3,NL,63,9,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,3,18,0,0,3
3,NL,51,10,2,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,18,0,0,3
3,NL,72,8,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,3,14,0,0,3
3,NL,41,7,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,22,1,0,3
3,NL,68,5,2,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,4,13,0,0,3
3,NL,62,10,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,4,16,0,0,2
3,NL,47,7,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,23,0,0,3
3,NL,40,9,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3,21,1,1,3
3,NL,56,9,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,4,21,0,0,3
3,NL,15,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,98,0,3,3
3,NL,58,7,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,6,18,0,0,3
3,NL,76,7,2,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,6,18,0,0,3
3,NL,30,7,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,6,24,0,0,3
3,NL,45,8,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,6,24,0,0,3
3,NL,60,7,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,3,19,0,0,3
3,NL,75,10,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,6,23,0,0,3
3,NL,72,7,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,14,0,0,3
3,NL,55,7,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,5,19,0,0,3
3,NL,31,8,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,7,27,1,0,3
3,NL,62,8,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,5,26,0,0,3
3,NL,62,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,23,0,0,3
3,NL,47,6,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,6,17,1,0,3
3,NL,25,8,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,98,0,0,3
3,NL,48,10,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,3,17,0,0,1
3,NL,35,9,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,3,22,1,0,3
3,NL,77,7,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,5,22,0,0,3
3,NL,44,9,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,3,24,0,0,3
3,NL,63,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,14,0,0,3
3,NL,35,7,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,7,23,3,0,3
3,NL,64,7,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,5,17,0,0,2
3,NL,61,10,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,4,27,0,0,3
3,NL,66,5,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,15,0,0,2
3,NL,28,7,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,4,18,2,0,3
3,NL,52,7,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,7,22,0,0,2
3,NL,58,8,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,7,22,0,0,3
3,NL,55,9,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3,22,0,0,3
3,NL,53,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,8,18,0,0,3
3,NL,69,8,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,7,12,0,0,3
3,NL,56,7,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5,35,0,0,3
3,NL,52,8,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,24,0,0,3
3,NL,43,8,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,4,22,0,0,3
3,NL,54,7,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,7,21,0,0,3
3,NL,77,11,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,4,18,0,0,3
3,NL,37,6,2,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,7,30,3,0,2
3,NL,58,6,2,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,4,23,0,0,3
3,NL,77,9,2,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,2,21,0,0,3
3,NL,58,6,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,8,23,0,0,3
3,NL,77,5,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,5,8,0,0,3
3,NL,71,7,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,6,15,0,0,3
3,NL,56,6,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,7,24,0,0,1
3,NL,64,6,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,8,8,0,0,3
3,NL,39,5,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,8,22,2,1,3
3,NL,61,5,2,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,17,0,0,3
3,NL,43,10,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,5,99,0,0,3
3,NL,19,8,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,98,0,0,2
3,NL,53,8,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,9,17,0,0,3
3,NL,63,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,21,0,0,3
3,NL,65,10,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,18,0,0,1
3,NL,56,7,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,8,20,0,0,3
3,NL,72,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,19,0,0,3
3,NL,59,8,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,4,23,0,0,3
3,NL,70,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,0,0,1
3,NL,39,8,2,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,4,26,1,0,2
3,NL,44,8,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5,18,0,1,1
3,NL,61,10,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,7,23,0,0,3
3,NL,30,8,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,5,20,1,0,2
3,NL,17,8,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,98,0,0,3
3,NL,32,2,2,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,5,23,1,0,3
3,NL,51,7,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,7,49,0,0,3
3,NL,40,8,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,6,17,0,0,3
3,NL,68,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,23,0,0,3
3,NL,57,10,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,10,18,0,1,3
3,NL,66,7,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,6,18,0,0,3
3,NL,68,6,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,7,14,0,0,3
